RuleID,Type,Antecedent,Antecedent_Name,Antecedent_Category,Consequent,Consequent_Name,Consequent_Category,Support,Confidence,Lift,Co_occurrence,Antecedent_Orders,Explanation
R0610,subcategory_complement,SubCategory:Copiers,Buying: Copiers,?,SubCategory:Paper,Also buy: Paper,?,0.0083,0.3958,1.1309,40,102,"'Copiers' shoppers also buy 'Paper' (1.1x baseline, 40% confidence)"
R0611,subcategory_complement,SubCategory:Supplies,Buying: Supplies,?,SubCategory:Labels,Also buy: Labels,?,0.0074,0.1214,1.1292,36,299,"'Supplies' shoppers also buy 'Labels' (1.1x baseline, 12% confidence)"
R0612,subcategory_complement,SubCategory:Machines,Buying: Machines,?,SubCategory:Chairs,Also buy: Chairs,?,0.0074,0.1932,1.1262,36,188,"'Machines' shoppers also buy 'Chairs' (1.1x baseline, 19% confidence)"
R0613,subcategory_complement,SubCategory:Machines,Buying: Machines,?,SubCategory:Accessories,Also buy: Accessories,?,0.0096,0.25,1.1216,47,188,"'Machines' shoppers also buy 'Accessories' (1.1x baseline, 25% confidence)"
R0614,subcategory_complement,SubCategory:Copiers,Buying: Copiers,?,SubCategory:Chairs,Also buy: Chairs,?,0.0039,0.1875,1.0931,19,102,"'Copiers' shoppers also buy 'Chairs' (1.1x baseline, 19% confidence)"
R0615,subcategory_complement,SubCategory:Copiers,Buying: Copiers,?,SubCategory:Storage,Also buy: Storage,?,0.0052,0.25,1.0537,25,102,"'Copiers' shoppers also buy 'Storage' (1.1x baseline, 25% confidence)"
R0616,subcategory_complement,SubCategory:Copiers,Buying: Copiers,?,SubCategory:Binders,Also buy: Binders,?,0.0083,0.3958,1.0391,40,102,"'Copiers' shoppers also buy 'Binders' (1.0x baseline, 40% confidence)"
R0617,subcategory_complement,SubCategory:Fasteners,Buying: Fasteners,?,SubCategory:Paper,Also buy: Paper,?,0.0248,0.3608,1.0307,121,338,"'Fasteners' shoppers also buy 'Paper' (1.0x baseline, 36% confidence)"
R0618,category_subcategory,Category:Furniture,Category: Furniture,Product,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.045,0.1281,2.8499,221,1725,"In Furniture, Bookcases is a key subcategory (2.85x)"
R0619,category_subcategory,Category:Furniture,Category: Furniture,Product,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.1149,0.3275,2.8499,565,1725,"In Furniture, Chairs is a key subcategory (2.85x)"
R0620,category_subcategory,Category:Furniture,Category: Furniture,Product,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.1739,0.4957,2.8499,855,1725,"In Furniture, Furnishings is a key subcategory (2.85x)"
R0621,category_subcategory,Category:Furniture,Category: Furniture,Product,SubCategory:Tables,SubCategory: Tables,Furniture,0.0614,0.1751,2.8499,302,1725,"In Furniture, Tables is a key subcategory (2.85x)"
R0622,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0901,0.1206,1.3381,443,3674,"In Office Supplies, Appliances is a key subcategory (1.34x)"
R0623,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Art,SubCategory: Art,Office Supplies,0.1463,0.1957,1.3381,719,3674,"In Office Supplies, Art is a key subcategory (1.34x)"
R0624,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.2626,0.3514,1.3381,1291,3674,"In Office Supplies, Binders is a key subcategory (1.34x)"
R0625,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0492,0.0659,1.3381,242,3674,"In Office Supplies, Envelopes is a key subcategory (1.34x)"
R0626,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0431,0.0577,1.3381,212,3674,"In Office Supplies, Fasteners is a key subcategory (1.34x)"
R0627,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0692,0.0925,1.3381,340,3674,"In Office Supplies, Labels is a key subcategory (1.34x)"
R0628,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.2364,0.3163,1.3381,1162,3674,"In Office Supplies, Paper is a key subcategory (1.34x)"
R0629,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.1552,0.2077,1.3381,763,3674,"In Office Supplies, Storage is a key subcategory (1.34x)"
R0630,category_subcategory,Category:Office Supplies,Category: Office Supplies,Product,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0368,0.0493,1.3381,181,3674,"In Office Supplies, Supplies is a key subcategory (1.34x)"
R0631,category_subcategory,Category:Technology,Category: Technology,Product,SubCategory:Accessories,SubCategory: Accessories,Technology,0.1424,0.4617,3.2427,700,1516,"In Technology, Accessories is a key subcategory (3.24x)"
R0632,category_subcategory,Category:Technology,Category: Technology,Product,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0134,0.0435,3.2427,66,1516,"In Technology, Copiers is a key subcategory (3.24x)"
R0633,category_subcategory,Category:Technology,Category: Technology,Product,SubCategory:Machines,SubCategory: Machines,Technology,0.0228,0.0739,3.2427,112,1516,"In Technology, Machines is a key subcategory (3.24x)"
R0634,category_subcategory,Category:Technology,Category: Technology,Product,SubCategory:Phones,SubCategory: Phones,Technology,0.1631,0.529,3.2427,802,1516,"In Technology, Phones is a key subcategory (3.24x)"
R0635,seasonal,Month:January,Month: January,Time,SubCategory:Art,SubCategory: Art,Office Supplies,0.0075,0.2151,1.4708,37,172,"In January, Art sales spike (1.5x monthly avg)"
R0636,seasonal,Month:January,Month: January,Time,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0104,0.2965,1.1291,51,172,"In January, Binders sales spike (1.1x monthly avg)"
R0637,seasonal,Month:January,Month: January,Time,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0026,0.0756,1.6813,13,172,"In January, Bookcases sales spike (1.7x monthly avg)"
R0638,seasonal,Month:January,Month: January,Time,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0024,0.0698,1.4173,12,172,"In January, Envelopes sales spike (1.4x monthly avg)"
R0639,seasonal,Month:January,Month: January,Time,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0067,0.1919,1.1031,33,172,"In January, Furnishings sales spike (1.1x monthly avg)"
R0640,seasonal,Month:January,Month: January,Time,SubCategory:Phones,SubCategory: Phones,Technology,0.0061,0.1744,1.0691,30,172,"In January, Phones sales spike (1.1x monthly avg)"
R0641,seasonal,Month:January,Month: January,Time,SubCategory:Tables,SubCategory: Tables,Furniture,0.0026,0.0756,1.2303,13,172,"In January, Tables sales spike (1.2x monthly avg)"
R0642,seasonal,Month:February,Month: February,Time,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0033,0.0994,1.1028,16,161,"In February, Appliances sales spike (1.1x monthly avg)"
R0643,seasonal,Month:February,Month: February,Time,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0024,0.0745,1.7283,12,161,"In February, Fasteners sales spike (1.7x monthly avg)"
R0644,seasonal,Month:February,Month: February,Time,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0061,0.1863,1.0714,30,161,"In February, Furnishings sales spike (1.1x monthly avg)"
R0645,seasonal,Month:February,Month: February,Time,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0026,0.0807,1.1675,13,161,"In February, Labels sales spike (1.2x monthly avg)"
R0646,seasonal,Month:February,Month: February,Time,SubCategory:Phones,SubCategory: Phones,Technology,0.0059,0.1801,1.1041,29,161,"In February, Phones sales spike (1.1x monthly avg)"
R0647,seasonal,Month:March,Month: March,Time,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0043,0.0607,1.2329,21,346,"In March, Envelopes sales spike (1.2x monthly avg)"
R0648,seasonal,Month:March,Month: March,Time,SubCategory:Phones,SubCategory: Phones,Technology,0.0142,0.2023,1.2401,70,346,"In March, Phones sales spike (1.2x monthly avg)"
R0649,seasonal,Month:March,Month: March,Time,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0116,0.1647,1.0614,57,346,"In March, Storage sales spike (1.1x monthly avg)"
R0650,seasonal,Month:April,Month: April,Time,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0065,0.0952,1.0569,32,336,"In April, Appliances sales spike (1.1x monthly avg)"
R0651,seasonal,Month:April,Month: April,Time,SubCategory:Art,SubCategory: Art,Office Supplies,0.0116,0.1696,1.1599,57,336,"In April, Art sales spike (1.2x monthly avg)"
R0652,seasonal,Month:April,Month: April,Time,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0033,0.0476,1.1042,16,336,"In April, Fasteners sales spike (1.1x monthly avg)"
R0653,seasonal,Month:April,Month: April,Time,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0031,0.0446,1.2125,15,336,"In April, Supplies sales spike (1.2x monthly avg)"
R0654,seasonal,Month:May,Month: May,Time,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0081,0.1102,1.2228,40,363,"In May, Appliances sales spike (1.2x monthly avg)"
R0655,seasonal,Month:May,Month: May,Time,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0138,0.1873,1.0771,68,363,"In May, Furnishings sales spike (1.1x monthly avg)"
R0656,seasonal,Month:May,Month: May,Time,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0057,0.0771,1.1153,28,363,"In May, Labels sales spike (1.1x monthly avg)"
R0657,seasonal,Month:May,Month: May,Time,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0187,0.2534,1.0722,92,363,"In May, Paper sales spike (1.1x monthly avg)"
R0658,seasonal,Month:May,Month: May,Time,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0033,0.0441,1.1971,16,363,"In May, Supplies sales spike (1.2x monthly avg)"
R0659,seasonal,Month:June,Month: June,Time,SubCategory:Art,SubCategory: Art,Office Supplies,0.0112,0.1554,1.0623,55,354,"In June, Art sales spike (1.1x monthly avg)"
R0660,seasonal,Month:June,Month: June,Time,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0039,0.0537,1.1939,19,354,"In June, Bookcases sales spike (1.2x monthly avg)"
R0661,seasonal,Month:June,Month: June,Time,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0053,0.0734,1.0619,26,354,"In June, Labels sales spike (1.1x monthly avg)"
R0662,seasonal,Month:June,Month: June,Time,SubCategory:Machines,SubCategory: Machines,Technology,0.0022,0.0311,1.3639,11,354,"In June, Machines sales spike (1.4x monthly avg)"
R0663,seasonal,Month:June,Month: June,Time,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0205,0.2853,1.207,101,354,"In June, Paper sales spike (1.2x monthly avg)"
R0664,seasonal,Month:June,Month: June,Time,SubCategory:Phones,SubCategory: Phones,Technology,0.0124,0.1723,1.0562,61,354,"In June, Phones sales spike (1.1x monthly avg)"
R0665,seasonal,Month:June,Month: June,Time,SubCategory:Tables,SubCategory: Tables,Furniture,0.0051,0.0706,1.1496,25,354,"In June, Tables sales spike (1.1x monthly avg)"
R0666,seasonal,Month:July,Month: July,Time,SubCategory:Art,SubCategory: Art,Office Supplies,0.0106,0.1571,1.0741,52,331,"In July, Art sales spike (1.1x monthly avg)"
R0667,seasonal,Month:July,Month: July,Time,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0187,0.2779,1.0584,92,331,"In July, Binders sales spike (1.1x monthly avg)"
R0668,seasonal,Month:July,Month: July,Time,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0033,0.0483,1.0753,16,331,"In July, Bookcases sales spike (1.1x monthly avg)"
R0669,seasonal,Month:July,Month: July,Time,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.01,0.148,1.288,49,331,"In July, Chairs sales spike (1.3x monthly avg)"
R0670,seasonal,Month:July,Month: July,Time,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0033,0.0483,1.1209,16,331,"In July, Fasteners sales spike (1.1x monthly avg)"
R0671,seasonal,Month:July,Month: July,Time,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0124,0.1843,1.0596,61,331,"In July, Furnishings sales spike (1.1x monthly avg)"
R0672,seasonal,Month:July,Month: July,Time,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0053,0.0785,1.1357,26,331,"In July, Labels sales spike (1.1x monthly avg)"
R0673,seasonal,Month:July,Month: July,Time,SubCategory:Phones,SubCategory: Phones,Technology,0.0126,0.1873,1.1482,62,331,"In July, Phones sales spike (1.1x monthly avg)"
R0674,seasonal,Month:July,Month: July,Time,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0028,0.0423,1.1488,14,331,"In July, Supplies sales spike (1.1x monthly avg)"
R0675,seasonal,Month:August,Month: August,Time,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0104,0.1522,1.0692,51,335,"In August, Accessories sales spike (1.1x monthly avg)"
R0676,seasonal,Month:August,Month: August,Time,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0079,0.1164,1.2919,39,335,"In August, Appliances sales spike (1.3x monthly avg)"
R0677,seasonal,Month:August,Month: August,Time,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0197,0.2896,1.1026,97,335,"In August, Binders sales spike (1.1x monthly avg)"
R0678,seasonal,Month:August,Month: August,Time,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0053,0.0776,1.1222,26,335,"In August, Labels sales spike (1.1x monthly avg)"
R0679,seasonal,Month:August,Month: August,Time,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0177,0.2597,1.0987,87,335,"In August, Paper sales spike (1.1x monthly avg)"
R0680,seasonal,Month:August,Month: August,Time,SubCategory:Phones,SubCategory: Phones,Technology,0.0122,0.1791,1.0979,60,335,"In August, Phones sales spike (1.1x monthly avg)"
R0681,seasonal,Month:August,Month: August,Time,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.0049,0.0716,1.9458,24,335,"In August, Supplies sales spike (1.9x monthly avg)"
R0682,seasonal,Month:August,Month: August,Time,SubCategory:Tables,SubCategory: Tables,Furniture,0.0057,0.0836,1.3606,28,335,"In August, Tables sales spike (1.4x monthly avg)"
R0683,seasonal,Month:September,Month: September,Time,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0378,0.276,1.0508,186,674,"In September, Binders sales spike (1.1x monthly avg)"
R0684,seasonal,Month:September,Month: September,Time,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0169,0.1231,1.0715,83,674,"In September, Chairs sales spike (1.1x monthly avg)"
R0685,seasonal,Month:September,Month: September,Time,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0085,0.0623,1.2659,42,674,"In September, Envelopes sales spike (1.3x monthly avg)"
R0686,seasonal,Month:September,Month: September,Time,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0104,0.0757,1.0941,51,674,"In September, Labels sales spike (1.1x monthly avg)"
R0687,seasonal,Month:September,Month: September,Time,SubCategory:Machines,SubCategory: Machines,Technology,0.0037,0.0267,1.1722,18,674,"In September, Machines sales spike (1.2x monthly avg)"
R0688,seasonal,Month:September,Month: September,Time,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.0346,0.2522,1.0671,170,674,"In September, Paper sales spike (1.1x monthly avg)"
R0689,seasonal,Month:September,Month: September,Time,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0224,0.1632,1.0515,110,674,"In September, Storage sales spike (1.1x monthly avg)"
R0690,seasonal,Month:October,Month: October,Time,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0102,0.1217,1.0585,50,411,"In October, Chairs sales spike (1.1x monthly avg)"
R0691,seasonal,Month:October,Month: October,Time,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0055,0.0657,1.3345,27,411,"In October, Envelopes sales spike (1.3x monthly avg)"
R0692,seasonal,Month:October,Month: October,Time,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.014,0.1679,1.0817,69,411,"In October, Storage sales spike (1.1x monthly avg)"
R0693,seasonal,Month:October,Month: October,Time,SubCategory:Tables,SubCategory: Tables,Furniture,0.0075,0.09,1.4654,37,411,"In October, Tables sales spike (1.5x monthly avg)"
R0694,seasonal,Month:November,Month: November,Time,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0238,0.1579,1.1089,117,741,"In November, Accessories sales spike (1.1x monthly avg)"
R0695,seasonal,Month:November,Month: November,Time,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0081,0.054,1.0966,40,741,"In November, Envelopes sales spike (1.1x monthly avg)"
R0696,seasonal,Month:November,Month: November,Time,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0073,0.0486,1.1266,36,741,"In November, Fasteners sales spike (1.1x monthly avg)"
R0697,seasonal,Month:November,Month: November,Time,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0277,0.1835,1.0553,136,741,"In November, Furnishings sales spike (1.1x monthly avg)"
R0698,seasonal,Month:November,Month: November,Time,SubCategory:Machines,SubCategory: Machines,Technology,0.0043,0.0283,1.2439,21,741,"In November, Machines sales spike (1.2x monthly avg)"
R0699,seasonal,Month:December,Month: December,Time,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0212,0.1503,1.0555,104,692,"In December, Accessories sales spike (1.1x monthly avg)"
R0700,seasonal,Month:December,Month: December,Time,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.0142,0.1012,1.1225,70,692,"In December, Appliances sales spike (1.1x monthly avg)"
R0701,seasonal,Month:December,Month: December,Time,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0187,0.1329,1.1568,92,692,"In December, Chairs sales spike (1.2x monthly avg)"
R0702,seasonal,Month:December,Month: December,Time,SubCategory:Copiers,SubCategory: Copiers,Technology,0.0024,0.0173,1.2916,12,692,"In December, Copiers sales spike (1.3x monthly avg)"
R0703,seasonal,Month:December,Month: December,Time,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0269,0.1908,1.0968,132,692,"In December, Furnishings sales spike (1.1x monthly avg)"
R0704,seasonal,Month:December,Month: December,Time,SubCategory:Tables,SubCategory: Tables,Furniture,0.0092,0.065,1.0585,45,692,"In December, Tables sales spike (1.1x monthly avg)"
R0705,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0871,0.1462,1.0266,428,2928,Active customers gravitate toward Accessories (1.0x baseline)
R0706,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.1587,0.2664,1.0144,780,2928,Active customers gravitate toward Binders (1.0x baseline)
R0707,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0688,0.1154,1.0044,338,2928,Active customers gravitate toward Chairs (1.0x baseline)
R0708,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0291,0.0488,0.9921,143,2928,Active customers gravitate toward Envelopes (1.0x baseline)
R0709,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Fasteners,SubCategory: Fasteners,Office Supplies,0.0262,0.0441,1.0216,129,2928,Active customers gravitate toward Fasteners (1.0x baseline)
R0710,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.1035,0.1738,0.9995,509,2928,Active customers gravitate toward Furnishings (1.0x baseline)
R0711,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Paper,SubCategory: Paper,Office Supplies,0.1452,0.2439,1.0317,714,2928,Active customers gravitate toward Paper (1.0x baseline)
R0712,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Phones,SubCategory: Phones,Technology,0.0997,0.1673,1.0258,490,2928,Active customers gravitate toward Phones (1.0x baseline)
R0713,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0926,0.1554,1.0012,455,2928,Active customers gravitate toward Storage (1.0x baseline)
R0714,recency_subcategory,Recency:Active,Recency Tier: Active,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0374,0.0628,1.0229,184,2928,Active customers gravitate toward Tables (1.0x baseline)
R0715,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Appliances,SubCategory: Appliances,Office Supplies,0.014,0.1131,1.2552,69,610,Cold customers gravitate toward Appliances (1.3x baseline)
R0716,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0203,0.1639,1.1209,100,610,Cold customers gravitate toward Art (1.1x baseline)
R0717,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Binders,SubCategory: Binders,Office Supplies,0.0346,0.2787,1.0612,170,610,Cold customers gravitate toward Binders (1.1x baseline)
R0718,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0061,0.0492,1.094,30,610,Cold customers gravitate toward Bookcases (1.1x baseline)
R0719,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Chairs,SubCategory: Chairs,Furniture,0.0144,0.1164,1.0127,71,610,Cold customers gravitate toward Chairs (1.0x baseline)
R0720,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Copiers,SubCategory: Copiers,Technology,0.002,0.0164,1.2211,10,610,Cold customers gravitate toward Copiers (1.2x baseline)
R0721,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Furnishings,SubCategory: Furnishings,Furniture,0.0228,0.1836,1.0557,112,610,Cold customers gravitate toward Furnishings (1.1x baseline)
R0722,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0031,0.0246,1.0793,15,610,Cold customers gravitate toward Machines (1.1x baseline)
R0723,recency_subcategory,Recency:Cold,Recency Tier: Cold,Customer,SubCategory:Storage,SubCategory: Storage,Office Supplies,0.0212,0.1705,1.0985,104,610,Cold customers gravitate toward Storage (1.1x baseline)
R0724,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Accessories,SubCategory: Accessories,Technology,0.0397,0.1415,0.9938,195,1378,Warm customers gravitate toward Accessories (1.0x baseline)
R0725,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Art,SubCategory: Art,Office Supplies,0.0435,0.1553,1.0618,214,1378,Warm customers gravitate toward Art (1.1x baseline)
R0726,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Bookcases,SubCategory: Bookcases,Furniture,0.0153,0.0544,1.2107,75,1378,Warm customers gravitate toward Bookcases (1.2x baseline)
R0727,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Envelopes,SubCategory: Envelopes,Office Supplies,0.0151,0.0537,1.0909,74,1378,Warm customers gravitate toward Envelopes (1.1x baseline)
R0728,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Labels,SubCategory: Labels,Office Supplies,0.0212,0.0755,1.0912,104,1378,Warm customers gravitate toward Labels (1.1x baseline)
R0729,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Machines,SubCategory: Machines,Technology,0.0067,0.0239,1.0511,33,1378,Warm customers gravitate toward Machines (1.1x baseline)
R0730,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Supplies,SubCategory: Supplies,Office Supplies,0.011,0.0392,1.0643,54,1378,Warm customers gravitate toward Supplies (1.1x baseline)
R0731,recency_subcategory,Recency:Warm,Recency Tier: Warm,Customer,SubCategory:Tables,SubCategory: Tables,Furniture,0.0185,0.066,1.075,91,1378,Warm customers gravitate toward Tables (1.1x baseline)
R0732,combo_product,Consumer+Central+Bronze,"Consumer, Central, Bronze",Customer,Product:FUR-TA-10002855,Bevis Round Conference Table Top & Single Column B,Furniture > Tables,0.0006,0.0138,13.5926,3,217,Consumer customers in Central (Bronze) favor 'Bevis Round Conference Table Top & Singl' (13.6x)
R0733,combo_product,Consumer+Central+Bronze,"Consumer, Central, Bronze",Customer,Product:OFF-AR-10004078,Newell 312,Office Supplies > Art,0.0006,0.0138,6.1785,3,217,Consumer customers in Central (Bronze) favor 'Newell 312' (6.2x)
R0734,combo_product,Consumer+Central+Bronze,"Consumer, Central, Bronze",Customer,Product:OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Ring,Office Supplies > Binders,0.0008,0.0184,9.0618,4,217,Consumer customers in Central (Bronze) favor 'Avery Heavy-Duty EZD View Binder with Lo' (9.1x)
R0735,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture > Furnishings,0.0006,0.0113,3.4652,3,266,"Consumer customers in Central (Silver) favor 'Eldon Image Series Desk Accessories, Bur' (3.5x)"
R0736,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies > Appliances,0.0006,0.0113,11.0887,3,266,Consumer customers in Central (Silver) favor '3.6 Cubic Foot Counter Height Office Ref' (11.1x)
R0737,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:OFF-BI-10000546,Avery Durable Binders,Office Supplies > Binders,0.001,0.0188,7.7005,5,266,Consumer customers in Central (Silver) favor 'Avery Durable Binders' (7.7x)
R0738,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies > Binders,0.0006,0.0113,6.9305,3,266,Consumer customers in Central (Silver) favor 'Storex DuraTech Recycled Plastic Frosted' (6.9x)
R0739,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies > Storage,0.0008,0.015,9.2406,4,266,Consumer customers in Central (Silver) favor 'Fellowes Stor/Drawer Steel Plus Storage ' (9.2x)
R0740,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,Office Supplies > Storage,0.0006,0.0113,5.0403,3,266,Consumer customers in Central (Silver) favor 'Acco Perma 3000 Stacking Storage Drawers' (5.0x)
R0741,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology > Accessories,0.0006,0.0113,11.0887,3,266,Consumer customers in Central (Silver) favor 'Logitech G105 Gaming Keyboard' (11.1x)
R0742,combo_product,Consumer+Central+Silver,"Consumer, Central, Silver",Customer,Product:TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Technology > Accessories,0.0006,0.0113,3.0802,3,266,Consumer customers in Central (Silver) favor 'Logitech P710e Mobile Speakerphone' (3.1x)
R0743,combo_product,Consumer+East+Bronze,"Consumer, East, Bronze",Customer,Product:FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture > Chairs,0.0006,0.011,6.7776,3,272,"Consumer customers in East (Bronze) favor 'Global Armless Task Chair, Royal Blue' (6.8x)"
